label_path,log_path,sys_sentence,turn_slu,usr_sentence
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'portuguese', 'dontcare'}})",portuguese
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,I'm sorry but there is no restaurant serving expensive portuguese food,"defaultdict(<class 'set'>, {'food': {'mediterranean'}})",mediterranean
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,"Let me confirm , You are looking for a restaurant in the expensive price range right?","defaultdict(<class 'set'>, {'pricerange': {'expensive'}})",yes
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,I'm sorry but there is no mediterranean restaurant in the south of town,"defaultdict(<class 'set'>, {})",the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,I'm sorry but there is no mediterranean restaurant in the south of town,"defaultdict(<class 'set'>, {'pricerange': {'expensive'}})",expensive
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,I'm sorry but there is no mediterranean restaurant in the south of town,"defaultdict(<class 'set'>, {})",okay
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,I'm sorry but there is no mediterranean restaurant in the south of town,"defaultdict(<class 'set'>, {})",okay
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,sala thong is in the expensive price range,"defaultdict(<class 'set'>, {})",what type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,sala thong serves thai food,"defaultdict(<class 'set'>, {'food': {'mediterranean'}})",how about mediterranean
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,la mimosa serves mediterranean food in the expensive price range,"defaultdict(<class 'set'>, {'area': {'east'}})",the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,"Sure , la mimosa is on Thompsons Lane Fen Ditton","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_162839\log.json,The phone number of la mimosa is 01223 362525 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",can we food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'korean'}})",korean
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\log.json,little seoul serves korean food,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\log.json,"Sure , little seoul is on 108 Regent Street City Centre","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163311\log.json,The phone number of little seoul is 01223 308681 .,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'north'}})",the moderate price moderate priced restaurant in the north part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}, 'area': {'dontcare'}})",any
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\log.json,meghna is a nice place in the north of town and the prices are moderate,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\log.json,"Sure , meghna is on 205 Victoria Road Chesterton","defaultdict(<class 'set'>, {})",the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_194336\log.json,The phone number of meghna is 01223 727410 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'west'}})",could you give me a restaurant in the west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'dontcare'}})",ah doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'expensive'}, 'area': {'south'}})",expensive
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'japanese'}})",japanese
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,Sorry there is no expensive restaurant in the west of town serving japanese food,"defaultdict(<class 'set'>, {'food': {'italian'}})",italian
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,Sorry there is no expensive restaurant in the west of town serving italian food,"defaultdict(<class 'set'>, {'pricerange': {'cheap'}})",cheap
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,Sorry there is no expensive restaurant in the west of town serving italian food,"defaultdict(<class 'set'>, {})",okay
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,Sorry there is no expensive restaurant in the west of town serving italian food,"defaultdict(<class 'set'>, {'area': {'west'}})",west
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,Sorry there is no expensive restaurant in the west of town serving italian food,"defaultdict(<class 'set'>, {'pricerange': {'moderate'}})",moderate
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,prezzo is a nice restaurant in the west of town serving italian food,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130327_190340\log.json,The phone number of prezzo is 01799 521260 .,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'food': {'corsica'}, 'area': {'east'}})",i need a restaurant serving corsica food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\log.json,I'm sorry but there is no restaurant serving corsica food,"defaultdict(<class 'set'>, {'food': {'indian'}, 'area': {'east'}})",i need indian food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'south'}})",south
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\log.json,taj tandoori is a nice place in the south of town serving tasty indian food,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\log.json,taj tandoori is a great restaurant,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-14cb91bc48-20130328_163437\log.json,The phone number of taj tandoori is 01223 412299 .,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'food': {'caribbean'}})",a caribbean food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,I am sorry but there is no caribbean restaurant that matches your request,"defaultdict(<class 'set'>, {'food': {'chinese'}})",chinese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'area': {'west'}})",west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,Sorry there is no chinese restaurant in the west of town,"defaultdict(<class 'set'>, {'food': {'chinese', 'thai'}})",chinese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,Sorry there is no chinese restaurant in the west of town,"defaultdict(<class 'set'>, {'food': {'thai'}})",thai
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,sala thong is a nice restaurant in the west of town serving thai food,"defaultdict(<class 'set'>, {})",price range
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,sala thong is in the expensive price range,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,The phone number of sala thong is 01223 323178 .,"defaultdict(<class 'set'>, {})",care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,Can I help you with anything else?,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_161626\log.json,"Sure , sala thong is on 35 Newnham Road Newnham","defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'south'}})",thank you a cheap restaurant in the south part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'area': {'east'}, 'food': {'vietnamese', 'dontcare'}})",city
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\log.json,the lucky star is a nice place in the south of town and the prices are cheap,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\log.json,the lucky star is a great restaurant,"defaultdict(<class 'set'>, {})",type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\log.json,the lucky star serves chinese food,"defaultdict(<class 'set'>, {})",the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-14cb91bc48-20130328_163139\log.json,"Sure , the lucky star is on Cambridge Leisure Park Clifton Way Cherry Hinton","defaultdict(<class 'set'>, {})",you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'centre'}})",and the area
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'area': {'centre'}, 'pricerange': {'moderate'}})",centre
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'vegetarian'}})",vegetarian
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\log.json,Sorry there is no vegetarian restaurant in the centre of town,"defaultdict(<class 'set'>, {'food': {'asian oriental'}})",asian oriental
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\log.json,dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food,"defaultdict(<class 'set'>, {})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\log.json,dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food,"defaultdict(<class 'set'>, {})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-14cb91bc48-20130328_165532\log.json,dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food,"defaultdict(<class 'set'>, {})",phone number
